title,addr_zip,size_sqft,bedrooms,bathrooms,prewar,price
170 Second Avenue #12E,10003,800,1.0,1.0,1,695000
223 East 4th Street #1,10009,500,1.0,1.0,1,435000
87 East 2nd Street #4A,10003,950,2.0,1.0,1,829000
103 East 10th Street #1B,10003,400,1.0,1.0,1,349500
170 Second Avenue #5E,10003,800,1.0,1.0,1,699000
227 East 12th Street #4C,10003,525,1.0,1.0,1,459000
102 Avenue B #4,10009,1000,2.0,1.0,1,875000
225 East 4th Street #1,10009,450,1.0,1.0,1,395000
212 Avenue B #7,10009,473,2.0,1.0,1,360000
107 Avenue a #4F,10009,751,1.0,2.0,1,660000
226 East 12th Street #6A,10003,1000,2.0,1.0,1,879000
111 Fourth Avenue #3B,10003,675,1.0,1.0,1,595000
226 East 12th Street #4B,10003,600,1.0,1.0,1,529000
170 Second Avenue #12C,10003,680,1.0,1.0,1,600000
59 Fourth Avenue #7A,10003,1700,2.0,2.0,1,1500000
613 East 6th Street #1C,10009,850,2.0,1.0,1,750000
115 Fourth Avenue #8D,10003,900,,1.0,1,799000
307 East 8th Street #3A,10009,735,2.0,1.0,1,649000
533 East 13th Street #4A,10009,1500,3.0,2.0,1,1325000
512 East 11th Street #4C,10009,300,0.0,1.0,1,265000
176 East 3rd Street ,10009,43520,,0.0,1,38500000
211 East 3rd Street #5F,10009,1300,2.0,2.0,1,1200000
50 East First Street #18,10003,365,1.0,0.0,1,325000
107 Avenue a #3R,10009,646,1.0,2.0,1,576000
400 East 10th Street ,10009,1583,,,1,1895000
99 East 4th Street #6L,10003,700,1.0,1.0,1,625000
205 East 10th Street #5C,10003,700,1.0,1.0,1,625000
111 Third Avenue #4C,10003,700,1.0,1.0,1,625000
407 East 12th Street #2RS,10009,1117,2.0,2.0,1,999000
102 Avenue B #3,10009,950,3.0,1.0,1,850000
149 Avenue C #5R6R,10009,1000,2.0,2.0,1,895000
236 East 6th Street #2W,10003,775,1.0,1.0,1,650000
126 East 12th Street #6D,10003,725,2.0,1.0,1,650000
185 East 2nd Street #3B,10009,400,0.0,1.0,1,359000
517 East 11th Street #3,10009,3038,2.0,2.0,1,1495000
111 Fourth Avenue #5K,10003,500,0.0,1.0,1,449000
193 Second Avenue #1F,10003,1000,2.0,1.0,1,899000
225 East 4th Street #7,10009,1000,2.0,1.0,1,900000
226 East 12th Street #7J,10003,500,1.0,1.0,1,450000
111 Third Avenue #4FG,10003,1100,2.0,2.0,1,990000
111 Fourth Avenue ,10003,550,0.0,1.0,1,495000
228 East 13th Street #8,10003,530,1.0,1.0,1,479000
50 Avenue a #3D,10009,940,2.0,2.0,1,850000
50 Avenue a #5D,10009,940,2.0,2.0,1,850000
133 2nd Avenue #1,10003,1935,2.0,2.0,1,1750000
51 Saint Marks Place #9,10003,850,1.0,1.0,1,769000
224 East 11th Street #12,10003,750,2.0,1.0,1,679000
222 East 7th Street #HOUSE,10009,5516,,,1,3900000
216 East 7th Street #7,10009,600,1.0,1.0,1,545000
206 East 7th Street #1920,10003,820,2.0,1.0,1,745000
133 2nd Avenue #8,10003,1045,1.0,1.0,1,950000
205 East 10th Street #1C2C,10003,1200,2.0,2.0,1,1095000
5 East 3rd Street #3RD,10003,1863,,1.0,1,1700000
111 Third Avenue #17G,10003,520,0.0,1.0,1,475000
228 East 13th Street #18,10003,530,1.0,1.0,1,485000
115 Fourth Avenue ,10003,800,,1.0,1,595000
512 East 11th Street #4C,10009,300,0.0,1.0,1,275000
128 East 7th Street #2,10009,2500,3.0,2.0,1,1650000
645 East 11th Street #2A,10009,750,1.0,1.0,1,650000
323 East 8th Street #1D,10009,435,1.0,1.0,1,399000
323 East 8th Street #1D,10009,435,1.0,1.0,1,399000
35 East 1st Street #4,10003,625,0.0,1.0,1,575000
226 East 12th Street #8G,10003,325,0.0,1.0,1,299000
544 East 11th Street #4A,10009,650,1.0,1.0,1,599000
234 East 14th Street #3A,10003,650,1.0,1.0,1,599000
71 East 3rd Street #4,10003,900,2.0,2.0,1,830000
114 Saint Marks Place ,10009,1400,3.0,2.0,1,1295000
54 East 1st Street #2B,10003,500,1.0,1.0,1,462500
128 East 7th Street #4FL,10009,2000,2.0,2.0,1,1850000
234 East 14th Street #3B,10003,497,1.0,1.0,1,460000
72-74 East 3rd Street #2A,10003,704,1.0,1.0,1,695000
199 East 7th Street #2B,10009,700,1.0,1.0,1,649000
199 East 7th Street #2C,10009,700,1.0,1.0,1,649000
199 East 7th Street ,10009,700,1.0,1.0,1,649000
107 Avenue a #5R,10009,646,1.0,2.0,1,599000
252 East 7th Street #13-14,10009,840,1.0,1.0,1,779000
544 East 11th Street #3A,10009,700,1.0,1.0,1,650000
120 Second Avenue #3A,10003,940,2.0,2.0,1,875000
400 East 14th Street #4A,10009,757,2.0,1.0,1,745000
198 East 7th Street #9,10009,750,1.0,1.0,1,699000
111 Fourth Avenue ,10003,750,1.0,1.0,1,699000
141 East 3rd Street #3A,10009,550,1.0,1.0,1,515000
111 Third Avenue #4E,10003,550,1.0,1.0,1,515000
159 First Avenue ,10003,16548,,0.0,1,15500000
15 Saint Marks Place #6B,10003,660,1.0,1.0,1,565000
115 Fourth Avenue #2D,10003,900,0.0,1.0,1,848000
224 East 11th Street #17,10003,720,1.0,1.0,1,675000
211 East 2nd Street #3FL,10009,900,1.0,1.0,1,845000
111 Third Avenue #16A,10003,510,0.0,1.0,1,479000
226 East 12th Street #8J,10003,500,1.0,1.0,1,470000
232 East 6th Street #1C,10003,350,0.0,1.0,1,329000
59 Fourth Avenue #7B,10003,1800,2.0,2.0,1,1695000
215 East 12th Street ,10003,4936,,,1,4650000
226 East 12th Street #3D,10003,350,0.0,1.0,1,330000
111 Fourth Avenue #7H,10003,550,1.0,1.0,1,519000
321 East 12th Street #17,10003,450,1.0,1.0,1,425000
111 Third Avenue #5J,10003,725,1.0,1.0,1,685000
205 East 10th Street #3A,10003,950,2.0,1.0,1,899000
625 East 6th Street #2,10009,685,1.0,1.0,1,649000
211 E. 3rd ,10009,1300,2.0,1.0,1,1295000
111 Third Avenue #8A,10003,490,0.0,1.0,1,465000
126 East 12th Street #2C,10003,725,2.0,1.0,1,689000
115 Fourth Avenue #4H,10003,1000,1.0,2.0,1,1199000
115 Fourth Avenue #6H,10003,1000,1.0,2.0,1,1199000
211 East 3rd Street #5R,10009,1300,2.0,1.0,1,1299000
321 East 12th Street #17,10003,450,1.0,1.0,1,429000
178 East 2nd Street #3A,10009,724,2.0,1.0,1,725000
72-74 East 3rd Street #4C,10003,622,1.0,1.0,1,649000
510 East 5th Street #B,10009,250,0.0,1.0,1,239000
237 East 12th Street ,10003,490,1.0,1.0,1,469000
175 East 2nd Street #Garden-c ,10009,800,1.0,1.0,1,699000
224 East 11th Street #24,10003,625,2.0,1.0,1,599000
141 East 3rd Street #5G,10009,740,1.0,1.0,1,710000
111 Third Avenue #12H,10003,520,1.0,1.0,1,499000
15 Saint Marks Place #6A,10003,677,1.0,1.0,1,595000
50 Avenue a #4B,10009,969,2.0,2.0,1,930000
410 East 9th Street #2,10009,1872,4.0,3.0,1,1799000
425 East 9th Street #4A,10009,675,1.0,1.0,1,649000
126 East 12th Street #1D,10003,725,2.0,1.0,1,699000
87 East 2nd Street #4D,10002,700,1.0,1.0,1,675000
99 Avenue B #4E,10009,1000,2.0,2.0,1,965000
418 1/2 East 9th Street #1B,10009,1000,1.0,2.0,1,969000
205 East 10th Street #1D,10003,650,1.0,1.0,1,630000
6 East 1st Street #2B,10003,1649,2.0,1.0,1,1600000
236 E 6th Street #1EB,10003,1425,1.0,1.0,1,1385000
111 3rd Avenue #13H,10003,550,1.0,1.0,1,535000
111 Fourth Avenue #9H,10003,600,,1.0,1,585000
625 East 6th Street #1,10009,610,1.0,1.0,1,595000
111 Third Avenue #12C,10003,700,1.0,1.0,1,685000
315 East 12th Street #14,10003,700,1.0,1.0,1,685000
175 East 2nd Street #2B,10009,500,1.0,1.0,1,695000
407 East 12th Street #1FSW,10009,808,2.0,1.0,1,795000
111 Fourth Avenue #5C,10003,800,1.0,1.0,1,789000
209 East 2nd Street #3,10009,1468,2.0,2.0,1,1450000
272 East 10th Street #1,10009,1821,2.0,2.0,1,1800000
102 First Avenue #3,10009,703,2.0,1.0,1,695000
133 2nd Avenue #2,10003,1416,1.0,2.0,1,1400000
323 East 8th Street #2A,10009,450,1.0,1.0,1,445000
232 East 6th Street #2B,10003,1100,2.0,1.0,1,1090000
111 Fourth Avenue #1A,10003,600,0.0,1.0,1,595000
272 East 10th Street #5,10009,1182,2.0,2.0,1,1175000
226 East 12th Street #3A,10003,1100,2.0,1.0,1,1095000
Second Avenue #14A,10003,1100,2.0,1.0,1,1095000
407 E 12th Street #2FW,10009,943,2.0,2.0,1,939000
228 East 13th Street #2,10003,300,0.0,1.0,1,299000
111 Fourth Avenue #6I,10003,1000,2.0,1.0,1,997000
59 Fourth Avenue #6A,10003,1700,2.0,2.0,1,1695000
50 East 1st Street #15,10003,360,0.0,1.0,1,359000
107 Avenue a #3F,10009,751,1.0,2.0,1,749000
228 East 13th #23,10003,400,0.5,1.0,1,399000
226 East 12th Street #4H,10003,500,1.0,1.0,1,499000
111 Fourth Avenue #12O,10003,500,0.0,1.0,1,499000
32 East 2nd Street #19,10003,500,1.0,1.0,1,499000
111 Third Avenue #3B,10003,500,0.0,1.0,1,499000
99 Avenue B #5A,10009,600,1.0,1.0,1,599000
99 Avenue B #4A,10009,600,1.0,1.0,1,599000
55 Avenue C #12,10009,750,2.0,1.0,1,749000
537 East 6th Street #2R,10009,1500,3.0,2.0,1,1499000
242 East 7th Street #5,10009,1600,2.0,1.0,1,1599000
79 East 2nd Street #3FL,10003,3000,3.0,2.0,1,2999000
111 East 10th Street #2,10003,400,0.0,1.0,1,399995
178 East 2nd Street #1C,10009,648,2.0,1.0,1,650000
115 Fourth Avenue #3G,10003,1000,1.0,2.0,1,1100000
111 Fourth Avenue #7A,10003,500,0.0,1.0,1,500000
226-230 East 12th Street #8H,10003,500,1.0,1.0,1,500000
99 East 4th Street #5E,10003,1100,2.0,1.0,1,1100000
321 E. 6th Street ,10003,2400,,,1,2400000
735 East 9th Street #2F,10009,3300,4.0,2.0,1,3300000
407 East 12th Street #1FNW,10009,1093,1.0,1.0,1,1095000
130 East 12th Street #3A,10003,1800,2.0,2.0,1,1699000
735 East 9th Street #4FW,10009,1215,2.0,2.0,1,1225000
175 East 2nd Street ,10009,742,1.0,1.0,1,749000
72 East 3rd Street #6A,10003,704,1.0,1.0,1,725000
111 Fourth Avenue #5A,10003,560,0.0,1.0,1,567500
175 East 2nd Street #1A,10009,500,0.0,1.0,1,565000
170 Second Avenue #8D,10003,1110,2.0,1.0,1,1130000
175 East 2nd Street #G2,10009,500,0.0,1.0,1,510000
111 Fourth Avenue #8E,10003,720,1.0,1.0,1,735000
321 East 12th Street #28,10003,600,2.0,1.0,1,615000
50 Avenue a #3B,10009,800,2.0,2.0,1,820000
219 East 12th Street #1,10003,915,0.0,1.0,1,939000
400 East 14th Street #5C,10009,980,1.0,1.0,1,525000
111 Fourth Avenue #6J,10003,675,1.0,1.0,1,695000
126 East 12th Street #4D,10003,725,2.0,1.0,1,750000
111 Third Avenue #9K,10003,1250,2.0,2.0,1,1295000
99 Avenue B #3C,10009,275,0.0,1.0,1,285000
120 Second Avenue #3A,10003,940,2.0,2.0,1,975000
107 Avenue a #5F,10003,751,1.0,2.0,1,779000
111 Third Avenue #3F,10003,400,0.0,1.0,1,415000
133 2nd Avenue #10,10003,795,1.0,1.0,1,825000
214 East 9th Street #3B,10003,1200,1.0,1.0,1,675000
59 Fourth Avenue #1F,10003,2300,2.0,2.0,1,2395000
206 First Avenue #3B,10003,1151,2.0,1.0,1,1199000
199 Second Avenue ,10003,7140,,0.0,1,7450000
170 Second Avenue #3B,10003,1430,2.0,1.0,1,1500000
59 Fourth Avenue #2S,10003,1900,2.0,2.0,1,1995000
507 East 12th Street #1B,10009,500,1.0,1.0,1,525000
226 East 12th Street #4J,10003,475,1.0,1.0,1,499000
317 East 6th Street 1GARDENFL,10003,850,1.0,1.0,1,895000
88 East 3rd Street #7,10003,350,1.0,1.0,1,369000
59 Fourth Avenue #2B,10003,1889,2.0,2.0,1,1995000
224 E 14th Street #4PH,10003,1788,2.0,2.0,1,1899000
87 East 2nd Street #4C,10003,800,1.0,1.0,1,850000
99 Avenue B #PHBC,10009,750,1.0,1.0,1,799000
126 East 12th Street #6A,10003,750,2.0,1.0,1,799000
111 Third Avenue #12J,10003,750,1.0,1.0,1,799000
224 East 14th Street #1,10003,1971,2.0,2.0,1,2100000
400 E 14th Street #4C,10009,510,1.0,1.0,1,545000
178 East 2nd Street #4A,10009,790,2.0,1.0,1,845000
311 East 10th Street #3B,10009,780,1.0,1.0,1,835000
99 Avenue B #2C,10009,275,0.0,1.0,1,295000
111 Third Avenue #4A,10003,510,1.0,1.0,1,549000
115 4th Avenue #2D,10003,900,0.0,1.0,1,975000
264 East 7th Street ,10009,3695,8.0,5.0,1,3995000
72 East 3rd Street #1A,10003,1009,2.0,2.0,1,1195000
111 Third Avenue #3H,10003,600,1.0,1.0,1,649000
111 Fourth Avenue #11G,10003,600,0.0,1.0,1,649000
111 Fourth Avenue #6H,10003,550,1.0,1.0,1,595000
115 Fourth Avenue #3G,10003,1000,1.0,2.0,1,1299000
104 East 10th #BLDG,10003,3600,4.0,3.0,1,3900000
507 East 12th Street #2B,10009,530,1.0,1.0,1,575000
107 Avenue a #2R,10009,642,1.0,2.0,1,699000
216 East 7th Street #1,10009,550,1.0,1.0,1,599000
400 East 14th Street #5E,10009,534,1.0,1.0,1,599000
141 East 3rd Street #12A,10009,550,1.0,1.0,1,599000
619 East 11th Street ,10009,482,1.0,1.0,1,525000
619 East 11th Street #4B,10009,482,1.0,1.0,1,525000
425 East 9th Street #1A,10009,1400,2.0,2.0,1,1525000
107 Avenue a #2F,10009,732,1.0,2.0,1,800000
407 East 12th Street #1FNW,10009,1093,1.0,1.0,1,1195000
99 Avenue B #3F,10009,750,1.0,1.0,1,820000
240 E Houston Street #4E,10002,1000,2.0,2.0,1,1139000
126 East 12th Street #3A,10003,725,2.0,1.0,1,795000
227 East 12th Street #B,10003,300,0.0,1.0,1,329000
175 East 2nd Street #1A,10009,600,0.0,1.0,1,659000
217 Second Avenue #3,10003,1354,2.0,1.0,1,1495000
175 East 2nd Street #5C,10009,1420,2.0,1.0,1,1649000
111 Fourth Avenue #4D,10003,750,1.0,1.0,1,825000
122 East 10th Street ,10003,3800,0.0,0.0,1,4200000
72-74 East 3rd Street #6B,10003,704,1.0,1.0,1,825000
211 East 3rd Street #5F,10009,1300,3.0,2.0,1,1495000
124 East 10th Street ,10003,3150,5.0,3.0,1,3495000
40 Stuyvesant Street #1,10003,1441,2.0,3.0,1,1599000
211 East 2nd Street #4,10009,1665,3.0,3.0,1,1850000
111 Third Avenue #17H,10003,1100,2.0,1.0,1,1225000
111 Fourth Avenue #11E,10003,650,0.0,1.0,1,725000
217 East 5th Street #5,10003,650,1.0,1.0,1,725000
226 East 2nd Street #1B,10009,850,1.0,1.0,1,950000
283 E 4th Street #C3,10009,680,2.0,1.0,1,760000
133 Second Avenue #5,10003,882,1.0,1.0,1,989000
107 Avenue a #4R,10009,646,1.0,2.0,1,725000
111 Fourth Avenue #1D,10003,750,1.0,1.0,1,845000
209 East 2nd Street #4,10009,1468,1.0,2.0,1,1655000
50 Avenue a #6B,10009,975,1.0,1.0,1,1100000
95 Avenue B #3,10009,1500,1.0,2.0,1,1699000
211 East 2nd Street #2,10009,1280,2.0,2.0,1,1450000
122 East 10th Street QUADRUPLEX,10003,2600,4.0,3.0,1,2950000
50 Avenue a #2A,10009,1100,2.0,2.0,1,1250000
633 East 11th #11,10009,350,1.0,0.0,1,398000
255 East 7th Street #3R,10009,1200,3.0,2.0,1,1365000
407 East 12th Street #4FSW,10009,1315,2.0,2.0,1,1150000
115 Fourth Avenue #4A,10003,800,1.0,1.0,1,850000
111 Fourth Avenue #3K,10003,500,0.0,1.0,1,575000
124 East 13th Street #4,10003,2000,2.0,2.0,1,2300000
115 Fourth Avenue #5G,10003,1000,1.0,2.0,1,1380000
124 East 13th Street #4,10003,2000,2.0,2.0,1,2300000
407 East 12th Street #1RNW,10009,1351,1.0,1.0,1,848000
15 Saint Marks Place, #5A ,10003,677,1.0,1.0,1,715000
407 East 12th Street #4RNE,10009,1399,2.0,2.0,1,1299000
55 Avenue C #4,10009,600,2.0,1.0,1,695000
50 Avenue a #PH6D,10009,1100,2.0,2.0,1,1275000
220 East 5th Street #2,10003,700,1.0,1.0,1,815000
178 East 2nd Street #3C,10002,579,1.0,1.0,1,675000
79 East 2nd Street #3,10003,3000,3.0,2.0,1,3500000
172 E 4th Street #4G,10009,800,1.0,1.0,1,935000
99 Avenue B #5F,10009,725,1.0,1.0,1,849000
99 Avenue B #6ED,10009,1300,3.0,2.0,1,1525000
232 East 6th Street #4AB,10003,1700,4.0,2.0,1,1995000
59 Fourth Avenue #6A,10003,1700,2.0,2.0,1,1995000
111 Fourth Avenue #3I,10003,1000,2.0,1.0,1,1175000
111 Third Avenue #14A,10003,550,0.0,1.0,1,649000
220 East 5th Street #3,10003,1262,3.0,2.0,1,1495000
533 East 13th Street #GB,10009,1000,2.0,2.0,1,1185000
115 Fourth Avenue #3B,10003,1000,1.0,2.0,1,1400000
209 East 2nd Street #6,10009,1468,1.0,2.0,1,1750000
175 E 2nd Street #2A,10009,650,1.0,1.0,1,895000
175 E 2nd Street #2A,10009,750,1.0,1.0,1,895000
