title,addr_zip,size_sqft,bedrooms,bathrooms,prewar,price
148 West 23rd Street #9DE,10011,1440,2.0,2.0,1,999000
250 West 27th Street ,10001,900,2.0,1.0,1,625000
148 West 23rd Street #6C,10011,600,0.0,1.0,1,419000
214 West 16th Street #4W,10011,600,1.0,1.0,1,419000
429 West 24th Street #1C,10011,900,1.0,2.0,1,630000
300 West 23rd Street #2I,10011,425,0.0,1.0,1,299000
148 West 23rd Street #7A,10011,1100,2.0,2.0,1,775000
420 West 25th Street #4E,10001,1409,1.0,2.0,1,995000
250 West 27th Street #4BB,10001,1126,1.0,1.0,1,799000
250 West 27th Street #5B,10001,1122,2.0,1.0,1,799000
148 West 23rd Street #7D,10011,722,,1.0,1,515000
144 West 27th Street #3F,10001,3500,3.0,2.0,1,2500000
234 West 16th Street #3C,10011,600,1.0,1.0,1,430000
261 West 22nd Street #1,10011,800,2.0,1.0,1,575000
151 West 28th Street #2W,10001,1800,2.0,1.0,1,1295000
151 West 28th Street #7E,10001,1800,3.0,2.0,1,1299000
240 West 23rd Street #1B,10011,1350,1.0,1.0,1,975000
142 West 26th Street #7,10001,3870,3.0,2.0,1,2795000
433 West 24th Street #LB,10011,525,1.0,1.0,1,380000
261 W 22nd Street #17,10011,800,2.0,1.0,1,580000
234 West 16th Street #3B,10011,550,1.0,1.0,1,399000
250 West 15th Street #1E,10011,550,0.0,1.0,1,399000
236 West 26th Street #2E,10001,3850,3.0,3.0,1,2795000
148 West 23rd Street #8A,10011,1100,2.0,1.0,1,799000
129 West 22nd Street #5A,10011,2200,3.0,2.0,1,1599000
250 West 27th Street #3B,10001,1200,2.0,1.0,1,875000
144 West 27th Street #7R,10001,2400,2.0,2.0,1,1750000
155 West 20th Street #1BC,10011,1300,2.0,2.0,1,950000
148 West 16th Street #8,10011,650,1.0,1.0,1,475000
236 W 26th Street #10SE,10001,1300,0.0,1.0,1,950000
250 W 16th Street #3E,10011,750,1.0,1.0,1,549000
251 West 19th Street #1C,10011,1341,1.0,2.0,1,990000
234 West 16th Street #5D,10011,540,1.0,1.0,1,399000
357 West 29th Street #1A,10001,1000,1.0,1.0,1,739000
250 West 16th Street #4D,10011,783,1.0,1.0,1,579873
429 West 24th Street #1B,10011,1200,3.0,2.0,1,899000
155 West 20th Street #1F,10011,300,0.0,1.0,1,225000
214 West 16th Street #4E,10011,600,1.0,1.0,1,450000
233 West 26th Street #5E,10001,2000,2.0,2.0,1,1500000
420 West 25th Street #3J,10001,733,1.0,1.0,1,550000
107 West 26th Street #3,10001,1961,3.0,2.0,1,1475000
225 West 25th Street #1E,10001,750,1.0,1.0,1,565000
121 West 20th Street #2G,10011,1664,2.0,2.0,1,1395000
225 West 25th Street #1L,10001,700,1.0,1.0,1,529000
420 W 25th Street #1G,10001,1914,1.0,2.0,1,1450000
420 West 25th Street #4J,10001,733,1.0,1.0,1,556500
200 West 20th Street #916,10011,525,0.0,1.0,1,399000
300 West 23rd Street #5D,10011,525,0.0,1.0,1,399000
249 West 29th Street #4SOUTH,10001,2300,1.0,1.0,1,1749000
210 West 19th Street #1G,10011,559,2.0,2.0,1,989000
121 West 20th Street #4B,10011,1242,2.0,1.0,1,1295000
151 West 28th Street #8W,10001,1741,3.0,2.0,1,1329000
165 West 20th Street #2E,10011,850,1.0,1.0,1,649000
151 West 28th Street #5W,10001,1700,0.0,1.0,1,1299000
409-411 West 21st Street #G,10011,2200,3.0,2.0,1,1685000
300 West 23rd Street #11B,10011,750,1.0,1.0,1,575000
420 W 25th Street #1F,10001,1949,1.0,2.0,1,1495000
410 West 25th Street #3A,10001,700,1.0,1.0,1,540000
148 West 23rd Street #4J,10011,815,1.0,1.0,1,629000
443 West 24th Street #F,10011,1100,2.0,2.0,1,849000
355 West 29th Street #2B,10001,775,1.0,1.0,1,599000
233 West 26th Street ,10001,2000,2.0,1.0,1,1550000
241 West 23rd Street #5B,10011,2000,3.0,2.0,1,1550000
148 West 23rd Street #3E,10011,900,1.0,1.0,1,699000
109 West 26th Street #5,10001,4500,4.0,3.0,1,3495000
210 West 19th Street #1E,10011,900,1.0,2.0,1,700000
151 West 28th Street #3W,10001,1800,0.0,2.0,1,1400000
201 West 16th Street #16F,10011,500,0.0,1.0,1,389000
200 West 20th Street #405,10011,500,0.0,1.0,1,389000
300 West 23rd Street #14D,10011,575,0.0,1.0,1,449000
155 West 20th Street #3B,10011,800,1.0,1.0,1,625000
155 West 20th Street #4B,10011,800,1.0,1.0,1,625000
201 West 16th Street #7F,10011,485,0.0,1.0,1,379000
400 West 23rd Street #5J,10011,600,1.0,1.0,1,469000
402 West 22nd Street ,10011,4788,8.0,0.0,1,3750000
148 West 23rd Street #11BC,10011,1400,2.0,2.0,1,1100000
225 West 25th Street #6C,10001,700,1.0,1.0,1,550000
429 West 24th Street #4F,10011,700,1.0,1.0,1,550000
207 West 21st Street #2-3,10011,1500,3.0,2.0,1,1180000
329 West 19th Street #4,10011,950,1.0,1.0,1,749000
200 West 20th Street #1107,10011,475,0.0,1.0,1,375000
233 West 26th Street #1E,10001,1450,1.0,1.0,1,1145000
429 West 24th Street #4F,10011,500,1.0,1.0,1,395000
129 West 22nd Street #10A,10011,2525,3.0,3.0,1,1995000
319 West 18th Street #2I,10011,550,1.0,1.0,1,435000
236 West 26th Street #302,10001,1250,1.0,1.0,1,989000
148 West 23rd Street #10C,10011,605,0.0,1.0,1,479000
263 Ninth Avenue #1E,10001,2138,2.0,2.0,1,1695000
155 West 20th Street #1A,10011,725,1.0,1.0,1,575000
410 West 24th Street #5M,10011,850,1.0,1.0,1,675000
410 West 23rd Street #2D3D,10011,1477,2.0,2.0,1,1175000
420 West 25th Street #8B,10001,1036,0.0,1.0,1,825000
249 West 29th Street #2E,10001,2100,2.0,2.0,1,1675000
300 West 23rd Street #2F,10011,450,0.0,1.0,1,359000
200 West 20th Street #401,10011,500,0.0,1.0,1,399000
433 West 24th Street #3D,10011,625,1.0,1.0,1,499000
355 West 29th Street ,10001,750,1.0,1.0,1,599000
300 West 23rd Street #17G,10011,750,1.0,1.0,1,599000
300 West 23rd Street #12B,10011,750,1.0,1.0,1,599000
410 West 23rd Street #4B,10011,800,1.0,1.0,1,639000
210 West 19th Street #3D,10011,900,1.0,1.0,1,679000
240 West 23rd Street - Apt: 3C ,10011,1000,1.0,1.0,1,799000
325 West 21st Street ,10011,1100,2.0,1.0,1,879000
249 West 29th Street #7S,10001,1250,2.0,1.0,1,999000
147 West 22nd Street #3N,10011,1500,1.0,1.0,1,1199000
333 West 22nd Street #2B,10011,411,0.0,1.0,1,329000
333 West 20th Street ,10011,6170,10.0,5.0,1,4950000
420 West 25th Street #2A,10011,1240,1.0,2.0,1,995000
200 West 20th Street #901,10011,496,0.0,1.0,1,399000
234 West 20th Street #1A,10011,901,1.0,1.0,1,725000
250 W 16th Street #1H,10011,950,2.0,1.0,1,765000
165 West 20th Street #3D,10011,900,1.0,1.0,1,725000
420 West 25th Street #3G,10001,1578,2.0,2.0,1,1275000
250 West 27th Street #3A,10001,1100,1.0,1.0,1,889000
250 West 27th Street #3A,10001,1100,1.0,1.0,1,889000
233 West 21st Street #4C,10011,575,1.0,1.0,1,465000
249 West 29th Street #3N,10001,1600,2.0,2.0,1,1295000
140 West 16th Street #5E,10011,1600,3.0,1.0,1,1295000
200 West 20th Street #816,10011,525,0.0,1.0,1,425000
215 West 29th Street #2FL,10001,1850,2.0,2.0,1,1500000
240 West 23rd Street #1B,10011,1350,1.0,1.0,1,1095000
200 West 20th Street #308,10011,800,1.0,1.0,1,649000
420 West 25th Street #5J,10001,733,1.0,1.0,1,595000
263 Ninth Avenue #1C,10001,2955,2.0,1.0,1,2400000
249 West 29th Street ,10001,2000,2.0,2.0,1,1625000
246 West 17th Street #1A,10011,1659,1.0,2.0,1,1350000
307 West 20th Street #1R,10011,490,0.0,1.0,1,399000
234 West 21st Street #43,10011,920,3.0,1.0,1,750000
333 West 16th Street ,10011,8060,,,1,7500000
250 West 16th Street #2G,10011,975,2.0,1.0,1,795000
234 West 16th Street #5B,10011,550,1.0,1.0,1,449000
253 West 16th Street #1A,10011,1100,3.0,1.0,1,899000
234 West 16th Street #5B,10011,550,1.0,1.0,1,449900
234 West 16th Street #1D,10011,550,1.0,1.0,1,450000
252 West 30th Street #2A,10001,1531,1.0,1.0,1,1299000
221 W 20th Street #3W,10011,750,2.0,1.0,1,615000
250 West 15th Street #3B,10011,450,,1.0,1,369000
210 West 21st Street #7RE,10011,1000,3.0,1.0,1,820000
329 West 19th Street #4,10011,950,1.0,1.0,1,779000
775 Sixth Avenue #6THFLR,10001,2250,4.0,2.0,1,1845000
465 West 23rd Street #4G,10011,500,,1.0,1,411000
452 West 19th Street #1D,10011,1916,3.0,2.0,1,1575000
200 West 20th Street #12101211,10011,970,1.0,2.0,1,799000
250 West 27th Street #6B,10001,1516,3.0,2.0,1,1249000
236 West 26th Street #3NE,10001,1813,2.0,2.0,1,1495000
225 West 25th Street #5H,10001,725,1.0,1.0,1,599000
251 West 19th Street #1F,10011,1763,2.0,2.0,1,1450000
263 Ninth Avenue #1B,10001,2414,1.0,1.0,1,1999000
114 West 27th Street #4S,10001,1689,2.0,2.0,1,1400000
Stunning Designer Loft #9A,10011,1000,2.0,1.0,1,829000
315 West 23rd Street #6F,10011,1200,2.0,2.0,1,995000
165 West 20th Street #3F,10011,500,0.0,1.0,1,415000
161 West 16th Street #16D,10011,500,0.0,1.0,1,415000
410 West 23rd Street #3AB,10011,1625,3.0,2.0,1,1350000
333 West 21st Street #FW,10011,480,1.0,1.0,1,399000
131 West 28th Street ,10001,900,1.0,1.0,1,749000
114 West 29th Street #PH,10001,1500,1.0,1.0,1,1250000
129 West 22nd Street #2,10011,3600,3.0,2.0,1,3000000
420 West 25th Street #3F,10011,900,,1.0,1,750000
107 West 25th Street #3B,10001,1200,1.5,1.0,1,1000000
319 West 18th Street #4I,10011,600,1.0,1.0,1,500000
465 West 23rd Street #7F,10011,550,0.0,1.0,1,459000
144 West 27th Street #2R,10001,2700,3.0,3.0,1,2380000
165 West 20th Street #4C,10011,550,,1.0,1,460000
155 West 20th Street #3D,10011,950,1.0,1.0,1,795000
225 West 25th Street #3H,10001,750,1.0,1.0,1,629000
263 Ninth Avenue #1E,10001,2138,2.0,2.0,1,1795000
200 West 20th Street #1206,10011,500,0.0,1.0,1,420000
465 West 23rd Street #2H,10011,475,0.0,1.0,1,399000
201 West 16th Street #8G,10011,475,0.0,1.0,1,399000
236 West 26th Street #3SE,10001,1425,2.0,2.0,1,1200000
300 West 23rd Street #7M,10011,450,0.0,1.0,1,379000
333 West 14th Street #3,10014,2257,2.0,2.0,1,1975000
140 West 16th Street #5E,10011,1600,3.0,1.0,1,1350000
201 West 16th Street #5B,10011,800,1.0,1.0,1,675000
456 West 23rd Street #5A,10011,550,1.0,1.0,1,465000
161 West 16th Street #15H,10011,822,1.0,1.0,1,695000
210 West 19 #3J,10011,712,1.0,1.0,1,599000
357 West 29th Street #1A,10001,1175,2.0,2.0,1,995000
200 West 20th Street #504,10011,490,0.0,1.0,1,415000
130 West 30th Street #7C,10001,2064,3.0,3.0,1,1750000
225 West 25th Street #2L,10001,725,1.0,1.0,1,615000
250 West 15th Street #5B,10011,383,0.0,1.0,1,325000
100 West 15th Street #4E,10011,470,0.0,1.0,1,399000
100 West 15th Street #4E,10011,470,0.0,1.0,1,399000
144 West 27th Street #9R,10001,2583,3.0,2.0,1,2295000
201 West 16th Street #4F,10011,500,0.0,1.0,1,425000
465 West 23rd Street #5I,10011,500,,1.0,1,425000
143 West 20th Street #3N,10011,1500,1.0,2.0,1,1275000
300 West 23rd Street #10N,10011,500,0.0,1.0,1,425000
254 West 25th Street #5A,10001,970,2.0,1.0,1,825000
148 West 23rd Street #PHG,10011,610,0.0,1.0,1,519000
420 West 25th Street #1D,10011,705,,1.0,1,600000
225 West 25th Street #2H,10001,725,1.0,1.0,1,618000
200 West 20th Street #1106,10011,550,0.0,1.0,1,469000
252 West 30th Street #6B,10001,1711,1.0,1.0,1,1495000
250 West 27th Street #4F,10001,1053,1.0,1.0,1,900000
221 West 21st Street #2D,10011,450,0.0,1.0,1,385000
252 West 20th Street #5C,10011,450,0.0,1.0,1,385000
221 West 20th Street #3E,10011,700,1.0,1.0,1,599000
368 West 23rd Street #2F,10011,700,2.0,1.0,1,599000
356 West 23rd Street #4A,10011,700,2.0,1.0,1,599000
120 Eleventh Avenue #2A,10011,3313,3.0,2.0,1,2835000
225 West 25th Street #4F,10001,770,1.0,1.0,1,659000
148 West 23rd Street #9B,10011,875,1.0,1.0,1,749000
263 Ninth Avenue #4D,10001,1489,2.0,2.0,1,1275000
148 West 23rd Street #7HJ,10011,1400,2.0,2.0,1,1200000
411 West 22nd Street ,10011,875,2.0,1.0,1,750000
136 West 16th Street #3W,10011,1400,2.0,1.0,1,1200000
221 West 21st Street #3B,10011,525,1.0,1.0,1,450000
200 West 20th #1107,10011,500,0.0,1.0,1,429000
100 West 15th Street #3C,10011,500,0.0,1.0,1,429000
465 West 23rd Street #5D,10011,500,0.0,1.0,1,429000
429 West 24th Street #4E,10011,600,1.0,1.0,1,515000
465 West 23rd Street #2F,10011,495,0.0,1.0,1,425000
130 West 30th Street #5B,10001,2319,1.0,3.0,1,1995000
155 West 20th Street #2K,10011,900,1.0,1.0,1,775000
215 West 29th Street #5FL,10001,1850,3.0,1.0,1,1550000
129 West 22nd Street #6,10011,3600,4.0,3.0,1,3100000
250 West 27th Street #4E,10001,900,1.0,1.0,1,775000
253 West 16th Street #1A,10011,1100,2.0,1.0,1,949000
310 West 18th Street #2B,10011,300,0.0,1.0,1,259000
111 West 16th Street #5K,10011,300,,1.0,1,259000
200 West 20th Street #512,10011,550,0.0,1.0,1,475000
155 West 20th Street #3D,10011,925,1.0,1.0,1,799000
244 West 23rd Street #5B,10011,1620,2.0,2.0,1,1400000
250 West 27th Street #3D,10001,925,2.0,1.0,1,800000
225 West 25th Street #5E,10001,750,1.0,1.0,1,649000
221 West 20th Street #3W,10011,750,1.0,1.0,1,649000
420 W 25th Street #7J,10001,1265,1.0,2.0,1,1095000
355 West 29th Street #3B,10001,750,1.0,1.0,1,649500
357 West 29th Street #1B,10001,1500,3.0,2.0,1,1299999
225 West 25th Street #1C,10001,750,1.0,1.0,1,650000
300 West 23rd Street #5E,10011,750,1.0,1.0,1,650000
261 West 22nd Street #32,10011,750,2.0,1.0,1,650000
433 West 24th Street #2E,10011,575,1.0,1.0,1,499000
410 West 24th Street #2C,10011,425,,1.0,1,369000
135 West 16th Street ,10011,766,2.0,1.0,1,825000
131 West 28th Street #6A,10001,920,2.0,1.0,1,799000
155 West 20th Street #1K,10011,800,1.0,1.0,1,695000
155 West 20th Street #4H,10011,800,1.0,1.0,1,695000
411 West 22nd Street #3FR,10011,1000,3.0,2.0,1,869000
410 West 24th Street #3M,10011,850,1.0,1.0,1,739000
133 West 28th Street ,10001,920,1.0,1.0,1,800000
345 West 21st Street #5D,10011,500,1.0,1.0,1,435000
107 West 25th Street #2E,10001,975,0.0,1.0,1,849000
234 W. 16th Street #3B,10011,550,1.0,1.0,1,479000
300 West 23rd Street #7B,10011,450,0.0,1.0,1,392000
130 West 30th Street #5C,10001,2064,3.0,3.0,1,1799000
250 West 27th Street #3F,10001,975,1.0,1.0,1,850000
252 West 30th Street #5A,10001,1542,3.0,2.0,1,1345000
410 West 24th Street #15M,10011,854,1.0,1.0,1,745000
159 West 24th Street #THB,10011,1599,1.0,1.0,1,1395000
250 West 27th Street ,10001,400,,1.0,1,349000
155 West 20th Street #6B,10011,800,1.0,1.0,1,699000
241 West 23rd Street #3B,10011,1600,2.0,2.0,1,1399000
365 West 20th Street #2A,10011,600,1.0,1.0,1,525000
201 West 16th Street #4E,10011,480,0.0,1.0,1,420000
470 W 24th Street #2F,10011,485,,1.0,1,425000
321 West 14th Street #4,10014,1425,3.0,1.0,1,1250000
147 West 22nd Street #3S,10011,2160,2.0,2.0,1,1895000
420 West 25th Street #8D,10001,1339,1.0,2.0,1,1175000
200 West 20th Street #909,10011,490,0.0,1.0,1,430000
325 West 16th Street ,10011,900,1.0,1.0,1,790000
452 West 19th Street #3A,10011,1024,1.0,1.0,1,899000
210 West 19th Street #1B,10011,407,0.0,1.0,1,439000
251 West 19th Street #3C,10011,1822,2.0,3.0,1,1599900
410 West 24th Street #5C,10011,427,0.0,1.0,1,375000
410 West 25th Street #3A,10001,700,1.0,1.0,1,615000
300 West 23rd Street #13E,10011,750,1.0,1.0,1,659000
410 West 24th Street #K,10011,875,1.0,1.0,1,769000
233 West 26th Street #1E,10001,1450,1.0,2.0,1,1275000
114 West 27th Street #10N,10001,1700,1.0,1.0,1,1495000
142 West 26th Street #12B,10010,1700,2.0,1.0,1,1495000
257 West 17th Street #2B,10011,1245,2.0,1.0,1,1095000
200 West 20th Street #1409/10,10011,1050,1.0,2.0,1,925000
410 West 24th Street #14M,10011,850,1.0,1.0,1,749000
148 West 23rd Street #3A,10011,850,2.0,1.0,1,749000
410 West 24th Street #7H,10011,850,1.0,1.0,1,749000
130 West 30th Street #7B,10001,2150,3.0,3.0,1,1895000
145 West 27th Street #4E,10001,1685,2.0,2.0,1,1499000
315 Seventh Avenue #12A,10001,770,1.0,1.0,1,679000
107 West 25th Street #6E,10001,1060,1.0,1.0,1,935000
135 West 14th Street #2,10011,2148,2.0,2.0,1,1895000
165 West 20th Street #2B,10011,850,1.0,1.0,1,750000
252 W 30th #6B,10001,1750,3.0,1.0,1,1545000
357 West 29th Street #1B,10001,1500,3.0,2.0,1,1325000
133 West 28th Street #2B,10001,900,0.0,1.0,1,795000
155 West 20th Street #3H,10011,900,1.0,1.0,1,795000
155 West 20th Street #2C,10011,485,0.0,1.0,1,429000
148 West 16th Street #7,10011,650,1.0,1.0,1,575000
410 West 24th Street #6GH,10011,1350,2.0,2.0,1,1195000
452 West 19th Street #5D,10011,1073,2.0,1.0,1,950000
318 West 15th Street #3C,10011,450,1.0,1.0,1,399000
201 West 16th Street #6F,10011,450,0.0,1.0,1,399000
429 West 24th Street #4E,10011,575,1.0,1.0,1,510000
420 West 25th Street #5A,10001,1240,1.0,2.0,1,1100000
340 West 19th Street #21,10011,675,2.0,1.0,1,599000
133 West 17th Street #5A,10011,1352,2.0,2.0,1,1200000
135 West 16th Street #18,10011,900,2.0,1.0,1,799000
207 West 21st Street #6,10011,900,2.0,1.0,1,799000
465 West 23rd Street #7I,10011,495,0.0,1.0,1,439500
241 West 23rd Street ,10011,1800,3.0,2.0,1,1599000
144 West 27th Street #2R,10001,2700,3.0,2.0,1,2400000
155 West 20th Street #1E,10011,900,1.0,1.0,1,800000
318 West 15th Street #3A,10011,500,1.0,1.0,1,445000
253 West 16th Street #4G,10011,700,1.0,1.0,1,624000
356 West 23rd Street PARLOR-BC,10011,1004,2.0,2.0,1,895000
410 West 23rd Street #5A,10011,840,1.0,1.0,1,749000
319 West 18th Street #5B,10011,600,1.0,1.0,1,535000
300 West 23rd Street #19A,10011,750,1.0,1.0,1,669000
355 West 29th Street #PH5B,10001,750,1.0,1.0,1,669000
236 West 26th Street #202,10001,4200,3.0,4.0,1,3750000
411 West 22nd Street #3R,10011,700,2.0,1.0,1,625000
465 West 23rd Street #8K,10011,525,0.0,1.0,1,469000
148 W 23rd Street #3G,10011,802,1.0,1.0,1,717000
148 W 23rd Street #3G,10011,802,1.0,1.0,1,717000
334 Ninth Avenue ,10001,4290,,,1,3250000
333 West 21st Street #3FE,10011,475,1.0,1.0,1,425000
250 West 16th Street #5A,10011,950,2.0,1.0,1,850000
201 West 16th Street #8F,10011,475,0.0,1.0,1,425000
319 West 18th Street #2G,10011,475,0.0,1.0,1,425000
420 West 25th Street #3H,10011,1257,1.0,2.0,1,1125000
250 West 16th Street #2A,10011,1000,2.0,1.0,1,895000
120 Eleventh Avenue #3B,10011,4017,4.0,3.0,1,3595500
250 West 16th Street #4B,10011,975,2.0,1.0,1,875000
333 West 21st Street #1RE,10011,400,0.0,1.0,1,359000
465 West 23rd Street #11E,10011,500,0.0,1.0,1,449000
465 West 23rd Street #7F,10011,500,0.0,1.0,1,449000
250 West 15th Street #1E,10011,500,1.0,1.0,1,449000
465 West 23rd Street #6F,10011,500,0.0,1.0,1,449000
148 West 23 #9J,10011,800,1.0,1.0,1,719000
337 West 20th Street #1A,10011,695,1.0,1.0,1,625000
355 West 29th Street #4B,10001,750,1.0,1.0,1,674500
310 West 18th Street #2B,10011,300,0.0,1.0,1,269900
214 West 16th Street #5S,10011,500,1.0,1.0,1,450000
410 West 24th Street #11B,10011,550,1.0,1.0,1,495000
165 West 20th Street #3K,10011,550,,1.0,1,495000
332 West 17th Street #1W,10011,500,1.0,1.0,1,450000
221 West 21st Street #3A,10011,500,0.0,1.0,1,450000
201 West 16th Street #14E,10011,440,0.0,1.0,1,396000
250 West 21st Street #3,10011,750,1.0,1.0,1,675000
250 West 27th Street #3A,10001,1100,1.0,1.0,1,995000
315 West 23rd Street #9F,10011,1100,1.0,1.0,1,995000
200 West 20th Street #1505,10011,550,0.0,1.0,1,498000
249 West 29th Street #3N,10001,1600,2.0,2.0,1,1450000
148 West 23rd Street #8J,10011,800,1.0,1.0,1,725000
201 West 16th Street #4B,10011,800,1.0,1.0,1,725000
142 West 26th Street #8THFL,10001,3970,4.0,2.0,1,3600000
130 West 30th Street #7B,10001,2150,3.0,3.0,1,1950000
405 West 21st Street #3R,10011,550,1.0,1.0,1,499000
200 West 20th Street #912,10011,550,0.0,1.0,1,499000
252 West 20th Street #3B,10011,550,1.0,1.0,1,499000
433 West 24th Street #2D,10011,550,1.0,1.0,1,499000
331 West 14th Street #7A,10014,600,1.0,1.0,1,545000
225 West 25th Street #5A,10001,725,1.0,1.0,1,659000
333 West 22nd Street #1B,10011,825,2.0,1.0,1,750000
234 West 16th Street #5A,10011,550,1.0,1.0,1,500000
433 West 24th Street #5B,10011,550,1.0,1.0,1,500000
252 West 20th Street #3A,10011,500,1.0,1.0,1,455000
319 W 18th Street #2A,10011,625,1.0,1.0,1,569000
330 West 17th Street #3E,10011,625,1.0,1.0,1,569000
163 West 18th Street #1A,10011,1843,1.0,2.0,1,1680000
114 West 27th Street #8S,10001,1700,2.0,2.0,1,1550000
165 West 20th Street #3L,10011,850,1.0,1.0,1,775000
249 West 29th Street #14FL,10001,2000,2.0,1.0,1,1825000
452 West 19th Street #3C,10011,975,1.5,1.0,1,890000
107 West 25th Street #3D,10001,1150,2.0,1.0,1,1050000
420 West 25th Street #2C,10001,1199,1.0,2.0,1,1095000
225 West 25th Street #1E,10001,750,1.0,1.0,1,685000
129 West 22nd Street #5A,10011,2100,3.0,2.0,1,1920000
200 West 20th Street #1109,10011,490,0.0,1.0,1,449000
165 West 20th Street #2D,10011,900,1.0,1.0,1,825000
144 West 27th Street ,10001,2700,3.0,3.0,1,2475000
214 West 16th Street #23E,10011,1200,1.0,1.0,1,1100000
333 West 14th Street #4,10014,2341,2.0,2.0,1,2150000
410 West 24th Street #10K,10011,865,1.0,1.0,1,795000
300 West 23rd Street #18JI,10011,1300,2.0,2.0,1,1195000
155 West 20th Street #5BC,10011,1300,2.0,2.0,1,1195000
133 West 28th Street #6C,10001,1300,2.0,2.0,1,1195000
117 West 17th Street #4D,10011,1320,2.0,1.0,1,1195000
420 West 25th Street #6A,10001,1240,1.0,2.0,1,1140000
165 West 20th Street #2B,10011,800,1.0,1.0,1,735575
332 West 17th Street #3R,10011,500,1.0,1.0,1,460000
419 West 22nd Street ,10011,1000,2.0,1.0,1,920000
458 West 23rd Street #2B,10011,585,1.0,1.0,1,539000
148 West 16th Street #8,10011,650,1.0,1.0,1,599000
148 West 23rd Street #11H,10011,650,1.0,1.0,1,599000
233 West 21st Street #6A,10011,650,1.0,1.0,1,599000
318 West 15th Street #3C,10011,450,1.0,1.0,1,415000
300 West 23rd Street #4N,10011,400,0.0,1.0,1,369000
139 West 19th Street #2D,10011,1300,2.0,2.0,1,1200000
135 West 14th Street #3,10011,2161,2.0,2.0,1,1995000
155 West 20th Street #2K,10011,800,1.0,1.0,1,739000
425 West 24th Street #3E,10011,525,1.0,1.0,1,485000
233 West 26th Street #5W,10001,2000,3.0,2.0,1,1850000
468 West 23rd Street ,10011,804,1.0,1.0,1,629000
161 West 16th Street #14A,10011,550,0.0,1.0,1,509000
481 West 22nd Street ,10011,3860,5.0,5.0,1,3850000
121 West 19th Street #2B,10011,1564,2.0,2.0,1,1399000
135 West 17th Street #6C,10011,1350,1.0,1.0,1,1250000
144 West 18th Street #4E,10011,2468,3.0,2.0,1,2495000
227 West 17th Street 5TH-FLOOR,10011,4800,4.0,3.0,1,4450000
330 West 17th Street ,10011,700,2.0,1.0,1,649000
165 West 20th Street #4C,10011,550,0.0,1.0,1,510000
420 W 25th Street #7A,10001,1239,1.0,2.0,1,1150000
144 West 18th Street #6W,10011,2463,3.0,2.0,1,2495000
365 West 20th Street #6B,10011,727,1.0,1.0,1,675000
356 West 23rd Street #3A,10011,700,1.0,1.0,1,650000
250 West 15th Street #4H,10011,350,0.0,1.0,1,325000
315 West 23rd Street ,10011,1050,2.0,1.0,1,975000
225 West 25th Street #1L,10001,700,1.0,1.0,1,650000
350 West 23rd Street #1A,10011,1803,1.0,1.0,1,1675000
333 West 14th Street #6,10014,2257,2.0,2.0,1,2175000
165 West 20th Street #6K,10011,565,0.0,1.0,1,525000
144 W 27th Street #2R,10001,2700,3.0,2.0,1,2649000
400 West 23rd Street #6M,10011,805,2.0,1.0,1,749000
