title,addr_zip,size_sqft,bedrooms,bathrooms,prewar,price
26 Beaver Street #3FL,10004,2750,2.0,1.0,1,1995000
3 Hanover Square #9H,10004,950,1.0,1.0,1,690000
50 Pine Street #3N,10005,1518,3.0,2.0,1,1250000
50 Pine Street #3,10005,1717,3.0,2.0,1,1250000
56 Pine Street #3A,10005,733,1.0,1.0,1,535000
20 West Street #17G,10004,777,1.0,1.0,1,569250
20 West Street #10A,10004,1227,0.0,2.0,1,899000
3 Hanover Square #8E,10004,850,1.0,1.0,1,625000
3 Hanover Square #8E,10004,850,1.0,1.0,1,625000
1 Wall Street Court #505,10005,1494,3.0,2.0,1,1099000
80 John Street #6I,10038,1153,1.0,2.0,1,849000
55 Liberty Street #18B,10005,810,2.0,1.0,1,599000
15 Broad Street #1630,10005,1418,0.0,1.0,1,1050000
3 Hanover Square #13C,10004,1200,2.0,2.0,1,889000
15 Broad Street #1530,10005,1450,0.0,1.0,1,1075000
3 Hanover Square #9D,10004,900,1.0,1.0,1,669000
88 Greenwich Street #301,10006,656,0.0,1.0,1,488000
Pine Street ,10005,1005,0.0,1.0,1,749000
176 Broadway #15A,10038,1600,2.0,1.0,1,1195000
20 Pine Street #1511,10005,1223,0.0,1.0,1,915000
20 West Street #16A,10004,425,0.0,1.0,1,299999
56 Pine Street #6D,10005,662,1.0,1.0,1,499900
55 Liberty Street #15B,10005,4489,3.0,5.0,1,3395000
130 Fulton Street ,10038,3238,2.0,2.0,1,2085000
15 Broad #1600,10005,1576,1.0,1.0,1,1195000
102 Fulton #7W,10038,1569,2.0,2.0,1,1200000
3 Hanover Square #19E,10004,625,0.0,1.0,1,475000
26 Broadway #202,10004,1217,2.0,2.0,1,925000
272 Water Street #2R/3R,10038,2165,0.0,2.0,1,1650000
176 Broadway #MEZZF,10038,1150,2.0,1.0,1,879000
59 John Street #5D,10038,1210,2.0,2.0,1,925000
15 Broad Street #1926,10005,1430,2.0,2.0,1,1095000
275 Water Street #5/6,10038,3000,3.0,2.0,1,2300000
56 Pine Street #6A,10005,756,1.0,1.0,1,575000
80 John Street #10I,10038,1153,2.0,2.0,1,885000
80 John Street #10I,10038,1153,2.0,2.0,1,885000
59 John Street ,10038,507,0.0,1.0,1,390000
15 Broad Street #2030,10005,1430,2.0,1.0,1,1100000
15 Broad Street #1026,10005,1430,2.0,2.0,1,1100000
26 Beaver Street #18FL,10004,2200,2.0,1.0,1,1695000
3 Hanover Square #15F,10004,1400,2.0,2.0,1,1080000
3 Hanover Square #8D,10004,900,1.0,1.0,1,695000
20 Pine Street #1111,10005,1223,0.0,1.0,1,945000
3 Hanover Square #8L,10004,550,0.0,1.0,1,425000
3 Hanover Square ,10004,550,,1.0,1,425000
80 John Street #2A,10038,705,1.0,1.0,1,545000
176 Broadway #11F,10038,1200,1.0,1.0,1,929000
15 Broad Street #1530,10005,1420,2.0,1.0,1,1100000
3 Hanover Square #18J,10004,600,0.0,1.0,1,465000
272 Water Street #2R,10038,1083,,1.0,1,840000
272 Water Street #1F,10038,849,,1.0,1,659000
119 Fulton #3A,10004,1471,2.0,2.0,1,1145000
55 Liberty Street #28B,10005,640,1.0,1.0,1,499000
71 Nassau Street #2A,10038,1088,2.0,2.0,1,849000
3 Hanover Square #17H,10004,575,0.0,1.0,1,449000
3 Hanover Square #14H,10004,575,0.0,1.0,1,449000
2 Bedroom Condo,10038,3200,2.0,2.0,1,2500000
176 Broadway #14A,10038,1600,2.0,2.0,1,1250000
3 Hanover Square #2H,10004,1600,1.0,1.0,1,1250000
3 Hanover Square #15F,10004,1400,2.0,2.0,1,1095000
1 Wall Street Court #205,10005,1495,3.0,2.0,1,1170000
324 Pearl Street #3F,10038,509,0.0,1.0,1,399000
88 Greenwich Street #414,10006,737,0.0,1.0,1,578000
3 Hanover Square #14D,10004,1000,1.0,1.0,1,785000
80 John Street #11E,10038,745,0.0,1.0,1,585000
3 Hanover Square #10F,10004,1400,2.0,2.0,1,1100000
130 Fulton Street #11B,10038,2280,2.0,1.0,1,1775000
56 Pine Street #5A,10005,862,1.0,1.0,1,679000
3 Hanover Square #23E,10004,950,1.0,1.0,1,749000
324 Pearl Street #3K,10038,759,1.0,1.0,1,599000
272 Water Street #3R,10038,1083,,1.0,1,855000
80 John Street #6F,10038,1006,2.0,2.0,1,795000
56 Pine Street #12D,10005,662,1.0,1.0,1,525000
28 Cliff Street ,10038,1550,3.0,2.0,1,1190000
56 Pine Street #11A,10005,756,1.0,1.0,1,600000
3 Hanover Square #14D,10004,1000,1.0,1.0,1,795000
20 Pine Street #716,10005,1005,0.0,1.0,1,799000
324 Pearl Street #1F,10038,879,1.0,1.0,1,699000
15 Broad Street #2024,10005,1509,2.0,2.0,1,1200000
20 Pine Street #1705,10005,1100,0.0,1.0,1,875000
119 Fulton Street #2B,10038,940,1.0,1.0,1,749000
56 Pine Street #3E,10005,775,0.0,1.0,1,619000
1 Wall Street Court #1405,10005,1494,3.0,2.0,1,1195000
15 Broad Street ,10005,1376,2.0,1.0,1,1100000
15 Broad Street ,10005,1376,2.0,1.0,1,1100000
15 Broad Street #2726,10005,1242,0.0,2.0,1,995000
80 John Street #3F,10038,1090,2.0,2.0,1,875000
15 Broad Street #1024,10005,1526,0.0,2.0,1,1225000
80 John Street #9E,10038,745,0.0,1.0,1,599000
55 Liberty Street #17A,10005,713,1.0,1.0,1,575000
273 Water Street #3R,10038,1424,2.0,1.0,1,1150000
80 John Street #6B,10038,1009,2.0,2.0,1,815000
15 Broad Street #1516,10005,1730,2.0,2.0,1,1399000
1 Wall Street Court #201,10005,1024,1.0,2.0,1,829000
15 Broad Street #720,10005,2285,3.0,3.0,1,1850000
150 Nassau Street #7H,10038,1068,2.0,2.0,1,865000
15 Broad Street #2230,10005,1418,2.0,1.0,1,1149000
65 Nassau Street #6A,10038,580,1.0,1.0,1,470000
88 Greenwich Street #314,10006,737,0.0,1.0,1,598000
50 Pine Street #11N,10005,1536,2.0,2.0,1,1399000
55 Liberty Street ,10005,3200,3.0,3.0,1,2600000
20 Pine Street #1411,10005,1223,1.0,1.0,1,995000
15 Broad Street #2114,10005,2028,3.0,2.0,1,1650000
88 Greenwich Street #329,10006,618,0.0,0.0,1,504000
20 West Street #12J,10004,705,1.0,1.0,1,575000
15 Broad Street #1926,10005,1470,2.0,2.0,1,1199000
65 Nassau Street #10B,10038,950,2.0,2.0,1,775000
324 Pearl Street #3J,10038,820,1.0,1.0,1,669000
59 John Street #2B,10038,974,1.0,1.0,1,795000
176 Broadway #6F,10038,1830,3.0,2.0,1,1495000
3 Hanover Sq #10A,10004,1100,2.0,1.0,1,899000
140 Nassau Street #10A,10038,1460,2.0,2.0,1,1195000
65 Nassau Street #5A,10038,580,1.0,1.0,1,475000
50 Pine Street #10,10005,3050,5.0,1.0,1,2500000
15 Broad Street #1824,10005,1524,0.0,2.0,1,1250000
59 John Street #2A,10038,974,1.5,1.0,1,799000
1 Wall Street Court #905,10005,1494,3.0,2.0,1,1219500
15 Broad Street #1614,10005,2028,3.0,2.0,1,1665000
15 Broad Street #1614,10005,2028,3.0,2.0,1,1665000
130 Fulton Street #7B,10038,2794,3.0,2.0,1,2295000
20 Pine Street #611,10005,1223,,1.0,1,1005000
20 Pine Street #407,10005,1063,0.0,1.0,1,875000
20 Pine Street #407,10005,1063,0.0,1.0,1,875000
88 Greenwich Street #304,10006,1213,2.0,2.0,1,999000
88 Greenwich Street #429,10006,618,1.0,,1,509000
20 West Street #12G,10004,777,0.0,1.0,1,640000
54 Pine Street #4,10005,1638,2.0,2.0,1,1350000
15 Broad #1500,10005,1576,1.0,1.0,1,1299999
274 Water Street #1F,10038,908,0.0,1.0,1,749000
59 John Street #3F,10038,1757,2.0,2.0,1,1450000
59 John Street #7A,10038,974,1.0,1.0,1,805000
88 Greenwich Street #313,10006,627,0.0,,1,519000
3 Hanover Square #5J,10004,900,1.0,1.0,1,745000
15 Broad Street #1424,10005,1510,1.0,2.0,1,1250000
15 Broad Street ,10005,1509,0.0,2.0,1,1250000
15 Broad Street #902,10005,959,1.0,1.0,1,795000
176 Broadway #12F,10038,1200,1.0,1.0,1,995000
15 Broad Street #1912,10005,1809,1.0,2.0,1,1500000
20 West Street #12K,10004,504,0.0,1.0,1,418000
80 John Street #2C,10038,1440,3.0,2.0,1,1195000
55 Liberty Street #19B,10005,1114,2.0,2.0,1,925000
88 Greenwich Street #426,10006,600,0.0,1.0,1,499000
3 Hanover Square #2E,10004,1100,1.0,1.0,1,915000
56 Pine Street #7G,10005,775,1.0,1.0,1,645000
56 Pine Street #3B,10005,1140,2.0,2.0,1,949000
80 John Street #3A,10038,708,1.0,1.0,1,590000
15 Broad Street #1428,10005,929,0.0,1.0,1,775000
324 Pearl Street #2G,10038,833,0.0,1.0,1,695000
15 Broad Street #1406,10005,1077,2.0,1.0,1,899000
25 Ann Street #9,10038,2270,2.0,2.0,1,1895000
56 Pine Street #5B,10005,706,1.0,1.0,1,590000
88 Greenwich Street #529,10006,618,0.0,,1,517000
15 Broad Street #1126,10005,1189,2.0,1.0,1,995000
50 Pine Street ,10005,1218,2.0,2.0,1,1019700
80 John Street #13D,10038,642,0.0,1.0,1,538000
20 Pine Street #811,10005,1223,,1.0,1,1025000
59 John Street #5H,10038,690,0.0,1.0,1,579000
15 Broad #2026,10005,1430,2.0,2.0,1,1200000
15 Broad Street #1526,10005,1430,0.0,2.0,1,1200000
20 West Street #30E,10004,709,0.0,1.0,1,595000
59 John Street #7F,10038,1757,2.0,2.0,1,1475000
55 Wall Street #810,10004,928,1.0,1.0,1,780000
20 Pine Street #605,10005,1100,,1.0,1,925000
20 West Street #16E,10004,517,0.0,1.0,1,435000
15 Broad Street #2806,10005,1485,1.0,2.0,1,1250000
59 John Street #8C,10038,1651,3.0,2.0,1,1390000
15 Broad #2104,10005,1175,0.0,1.0,1,990000
55 Liberty Street #10C,10005,1600,3.0,2.0,1,1349000
3 Hanover Square #19J,10004,734,1.0,1.0,1,619000
88 Greenwich Street #913,10006,627,0.0,1.0,1,529000
15 Broad #2004,10005,1179,0.0,1.0,1,995000
80 John Street #2E,10038,740,0.5,1.0,1,625000
59 John Street #6F,10038,1757,2.0,2.0,1,1485000
80 John Street #4I,10038,1150,2.0,2.0,1,975000
20 West Street #8A,10004,566,1.0,1.0,1,479000
80 John Street #3C,10038,1412,3.0,2.0,1,1195000
324 Pearl Street #4JK,10038,1530,2.0,2.0,1,1295000
88 Greenwich Street #314,10006,737,0.0,1.0,1,624000
88 Greenwich Street #314,10006,737,1.0,,1,624000
59 John Street #3H,10038,690,0.0,1.0,1,585000
150 Nassau Street #15B,10038,2353,3.0,3.0,1,1995000
119 Fulton Street ,10038,1000,1.0,1.0,1,849000
80 John Street #17B,10038,1000,2.0,2.0,1,849000
20 Pine Street #1010,10005,1101,0.0,1.0,1,935000
80 John Street #8B,10038,1058,2.0,2.0,1,899000
3 Hanover Square #18D,10004,900,1.0,1.0,1,765000
55 Liberty Street #12A,10005,600,0.0,1.0,1,510000
3 Hanover Square #9M,10004,500,0.0,1.0,1,425000
20 Pine Street #717,10005,888,,1.0,1,755000
15 Broad Street #1926,10005,1470,2.0,2.0,1,1250000
56 Pine Street #16E,10005,776,1.0,1.0,1,660000
324 Pearl Street #3H,10038,770,1.0,1.0,1,655000
15 Broad Street ,10005,1410,1.0,2.0,1,1200000
20 West Street #11G,10004,1392,1.0,1.0,1,1185000
15 Broad Street #1902,10005,1051,0.0,1.0,1,895000
88 Greenwich Street #322,10006,703,0.0,1.0,1,599000
59 John Street #5A,10038,974,1.0,1.0,1,830000
15 Broad Street ,10005,1525,1.0,2.0,1,1300000
65 Nassau Street #8A,10038,580,1.0,1.0,1,495000
88 Greenwich Street #514,10006,737,1.0,1.0,1,629000
264 Water Street #4B,10038,1556,0.0,2.0,1,1325000
56 Pine Street #16D,10005,662,1.0,1.0,1,565555
15 Broad Street #800,10005,1580,1.0,1.0,1,1350000
20 West Street #18D,10004,1164,0.0,1.0,1,995000
15 Broad Street #2124,10005,1509,2.0,2.0,1,1290000
80 John Street #13D,10038,642,0.0,1.0,1,549000
20 West Street #4E,10004,1295,0.0,1.0,1,1107500
56 Pine Street #3B,10005,1140,2.0,1.0,1,975000
15 Broad #1204,10005,1169,2.0,1.0,1,1000000
71 Nassau Street #6D,10038,934,1.0,1.0,1,799000
15 Broad Street #2216,10005,1682,1.0,2.0,1,1439000
56 Pine Street #6G,10005,775,2.0,1.0,1,685000
15 Broad ,10005,1576,1.0,1.0,1,1350000
150 Nassau Street #7K,10038,496,,1.0,1,425000
130 Fulton Street #9B,10038,2794,3.0,2.0,1,2395000
130 Fulton Street #7B,10038,2794,3.0,2.0,1,2395000
59 John Street ,10038,507,0.0,1.0,1,435000
20 Pine Street #1110,10005,1101,,1.0,1,945000
3 Hanover Square #18J,10004,600,0.0,1.0,1,515000
56 Pine Street ,10005,756,1.0,1.0,1,649000
80 John Street #13C,10038,687,0.0,1.0,1,590000
88 Greenwich Street #528,10006,569,0.0,1.0,1,489000
102 Fulton Street ,10038,1595,2.0,2.0,1,1350000
59 John Street #7C,10038,1651,3.0,2.0,1,1420000
150 Nassau Street #3A,10038,670,1.0,1.0,1,575000
20 Pine Street #1410,10005,1101,0.0,1.0,1,949000
65 Nassau Street #10A,10038,580,1.0,1.0,1,500000
88 Greenwich Street #522,10006,718,1.0,1.0,1,619000
59 John Street #6C,10038,1651,3.0,2.0,1,1425000
56 Pine Street #3C,10005,770,1.0,1.0,1,665000
15 Broad Street #1930,10005,1418,2.0,1.0,1,1225000
55 Liberty #11D,10004,750,1.0,1.0,1,649000
88 Greenwich Street #504,10006,1213,2.0,2.0,1,1050000
15 Broad Street #2830,10005,1149,2.0,1.0,1,995000
88 Greenwich Street #323,10006,605,0.0,1.0,1,524000
88 Greenwich Street #308,10006,778,1.0,1.0,1,674000
264 Water Street #2B,10038,1552,0.0,2.0,1,1345000
15 Broad Street #1416,10005,1730,3.0,2.0,1,1500000
15 Broad Street #1416,10005,1730,3.0,2.0,1,1500000
20 West Street #35H,10004,460,,1.0,1,399000
80 John Street #15E,10038,989,1.0,2.0,1,858000
56 Pine Street #4C,10005,770,1.0,1.0,1,669000
1 Wall Street Court #1005,10005,1494,3.0,2.0,1,1299000
88 Greenwich Street #306,10006,620,0.0,1.0,1,539000
1 Wall Street Court #208,10005,613,1.0,1.0,1,549000
20 Pine Street #1616,10005,1005,0.0,1.0,1,875000
20 Pine Street #1211,10005,1223,,1.0,1,1065000
56 Pine Street #7G,10005,775,1.0,1.0,1,675000
88 Greenwich Street #311,10006,515,0.0,1.0,1,449000
59 John Street #3D,10038,1210,2.0,2.0,1,1055000
56 Pine Street #4D,10005,1031,2.0,2.0,1,899000
15 Broad Street ,10005,916,,1.0,1,799000
88 Greenwich Street #419,10006,577,0.0,1.0,1,499000
20 Pine Street #1417,10005,888,0.0,1.0,1,775000
71 Nassau Street #5B,10038,685,1.0,1.0,1,598000
88 Greenwich Street #516,10006,615,1.0,1.0,1,537000
80 John Street #12D,10038,686,0.0,1.0,1,599000
80 John Street #11A,10038,710,1.0,1.0,1,620000
55 Wall Street #803,10004,601,0.0,1.0,1,525000
55 Wall Street #803,10004,601,0.0,1.0,1,525000
119 Fulton Street #6A,10038,1471,2.0,2.0,1,1285000
15 Broad Street #1026,10005,1430,2.0,2.0,1,1250000
274 Water Street #3R,10038,1200,0.0,1.0,1,1049000
176 Broadway #12C,10038,1600,2.0,2.0,1,1399000
88 Greenwich Street #423,10006,605,1.0,1.0,1,529000
15 Broad Street #1502,10005,943,0.0,1.0,1,825000
3 Hanover Square #18J,10004,600,2.0,1.0,1,525000
15 Broad Street #2014,10005,2028,1.0,2.0,1,1775000
33 Rector Street #11,10006,2170,3.0,3.0,1,1900000
88 Greenwich Street #713,10006,627,0.0,1.0,1,549000
55 Liberty Street #25B,10005,2850,3.0,3.0,1,2499000
20 West Street #21H,10004,712,0.0,1.0,1,625000
20 Pine Street #502,10005,1082,1.0,1.0,1,950000
20 West Street #28B,10004,910,2.0,1.0,1,799000
88 Greenwich Street #303,10006,625,0.0,1.0,1,549000
59 John Street #3E,10038,956,1.0,1.0,1,840000
59 John Street ,10038,2713,3.0,4.0,1,2385000
324 Pearl Street #4A,10038,563,0.0,1.0,1,495000
20 Pine Street #411,10005,881,0.0,1.0,1,775000
3 Hanover Square #18C,10004,1250,2.0,2.0,1,1100000
88 Greenwich Street #814,10006,737,0.0,1.0,1,649000
55 Liberty Street #28C,10005,1700,3.0,2.0,1,1498000
150 Nassau Street ,10038,698,1.0,1.0,1,610000
88 Greenwich Street #1713,10006,777,0.0,1.0,1,685000
15 Broad Street #1612,10005,1809,2.0,2.0,1,1595000
102 Fulton Street #2W,10038,1550,2.0,2.0,1,1395000
88 Greenwich Street #1014,10006,735,0.0,1.0,1,649000
88 Greenwich Street #320,10006,508,0.0,1.0,1,449000
59 John Street #3D,10038,1210,2.0,2.0,1,1070000
3 Hanover Square #17G,10004,960,1.0,1.0,1,849000
3 Hanover Square #12C,10004,1300,2.0,2.0,1,1150000
80 John Street #7G,10038,998,2.0,2.0,1,885000
88 Greenwich Street #406,10006,620,0.0,1.0,1,549000
20 Pine Street #1016,10005,1005,,1.0,1,890000
88 Greenwich Street #412,10006,518,0.0,1.0,1,459000
15 Broad #2212,10005,1800,1.5,2.0,1,1595000
88 Greenwich Street #325,10006,845,1.0,1.0,1,749000
88 Greenwich Street #425,10006,845,1.0,1.0,1,749000
80 John Street #4A,10038,708,1.0,1.0,1,625000
3 Hanover Square #7E,10004,750,1.0,1.0,1,665000
15 Broad Street #1514,10005,2028,1.0,2.0,1,1799000
15 Broad Street #1800,10005,1576,1.0,1.0,1,1399000
20 Pine Street #506,10005,1070,,1.0,1,950000
59 John Street #4A,10038,974,1.0,1.0,1,865000
59 John Street #6A,10038,974,1.0,1.0,1,865000
50 Pine Street #5N,10005,1518,3.0,2.0,1,1525000
50 Pine Street #5N,10005,1717,3.0,2.0,1,1525000
59 John Street #4E,10038,956,1.0,1.0,1,850000
59 John Street #8E,10038,956,1.0,1.0,1,850000
59 John Street #5E,10038,956,1.0,1.0,1,850000
150 Nassau Street #17C,10038,1793,3.0,3.0,1,1595000
15 Broad Street #2004,10005,1179,0.0,1.0,1,1050000
88 Greenwich Street #427,10006,532,0.0,1.0,1,474000
20 Pine Street #711,10005,1223,0.0,1.0,1,1090000
80 John Street #2H,10038,480,0.0,1.0,1,428000
150 Nassau Street #12A,10038,1792,3.0,2.0,1,1599000
88 Greenwich Street #1708,10006,1099,1.0,1.0,1,981000
88 Greenwich Street #821,10006,671,0.0,1.0,1,599000
20 Pine Street #914,10005,1204,1.0,2.0,1,1075000
20 Pine Street #914,10005,1204,1.0,2.0,1,1075000
21-23 South William Street #5B,10004,702,1.0,1.0,1,625000
15 Broad Street #1124,10005,1509,1.0,1.0,1,1349000
150 Nassau Street #6A,10038,670,1.0,1.0,1,599000
130 Fulton Street #6B,10038,2794,2.0,2.0,1,2499000
1 Wall Street Court #1109,10005,928,2.0,2.0,1,849000
20 Pine Street #1610,10005,1101,,1.0,1,985000
23 Wall Street ,10005,916,,1.0,1,820000
15 Broad Street #2630,10005,1145,2.0,1.0,1,1025000
15 Broad Street #2302,10005,1061,0.5,1.0,1,950000
20 Pine Street #1116,10005,1005,,1.0,1,900000
150 Nassau Street #3A,10038,670,1.0,1.0,1,600000
56 Pine Street #3D,10005,1031,2.0,2.0,1,925000
15 Broad Street #810,10005,2222,3.0,3.0,1,1995000
150 Nassau Street #9A,10038,670,1.0,1.0,1,599999
15 Broad Street #2924,10005,1475,1.0,2.0,1,1325000
324 Pearl Street #2A,10038,563,0.0,1.0,1,505000
20 Pine Street #1211,10005,1223,0.0,1.0,1,1099000
88 Greenwich Street #321,10006,651,0.0,,1,585000
15 Broad Street #2312,10005,1274,0.0,1.0,1,1145000
65 Nassau Street #10B,10038,1000,2.0,2.0,1,899000
56 Pine Street #9A,10005,756,1.0,1.0,1,680000
15 Broad Street #2630,10005,1200,0.0,1.0,1,1080000
1 Wall Street Court #205,10005,1494,3.0,2.0,1,1345000
20 Pine Street ,10005,1277,2.0,2.0,1,1150000
56 Pine Street #9C,10005,433,0.0,1.0,1,389999
20 West Street #12J,10004,705,1.0,1.0,1,635000
20 Pine Street #504,10005,949,1.0,1.0,1,855000
3 Hanover Square #2L,10004,860,1.0,2.0,1,775000
56 Pine Street #8G,10005,775,0.0,1.0,1,699000
42 Ann Street #3,10038,2708,2.0,3.0,1,2443455
20 West Street #4J,10004,892,0.0,1.0,1,805000
88 Greenwich Street #804,10006,1213,2.0,2.0,1,1095000
119 Fulton Street #5B,10038,940,1.0,1.0,1,849000
59 John Street #8A,10038,974,1.0,1.0,1,880000
20 Pine Street #1711,10005,1223,,1.0,1,1105000
20 Pine Street #710,10005,1101,1.0,1.0,1,995000
119 Fulton Street #5B,10038,940,1.0,1.0,1,850000
119 Fulton Street ,10038,940,1.0,1.0,1,850000
55 Wall Street #720,10004,1100,1.0,1.0,1,995000
20 Pine Street #610,10005,1101,1.0,1.0,1,995000
55 Wall Street #620,10004,1038,1.0,1.0,1,995000
20 Pine Street #1701,10005,1005,0.0,1.0,1,910000
1 Wall Street Court #201,10005,1024,1.0,2.0,1,950000
88 Greenwich Street #324,10006,606,0.0,1.0,1,549000
20 Pine Street #404,10005,723,,1.0,1,655000
176 Broadway #6C,10038,1600,2.0,2.0,1,1450000
20 Pine Street #1915,10005,703,1.0,1.0,1,658000
150 Nassau Street #8F,10038,698,1.0,1.0,1,630000
15 Broad Street #2722,10005,1351,1.0,2.0,1,1225000
20 Pine Street #503,10005,656,0.0,1.0,1,595000
55 Wall Street #727,10004,660,0.0,1.0,1,599000
15 Broad Street #906,10005,1100,1.0,1.0,1,999000
65 Nassau Street #8C,10038,985,2.0,1.0,1,895000
15 Broad Street #1908,10005,659,0.0,1.0,1,599000
15 Broad #1826,10005,1430,2.0,2.0,1,1300000
15 Broad Street #3122,10005,1314,2.0,2.0,1,1195000
15 Broad Street #3122,10005,1314,2.0,2.0,1,1195000
15 Broad Street #1012,10005,1863,1.0,2.0,1,1695000
15 Broad Street #2328,10005,1345,2.0,2.0,1,1225000
88 Greenwich Street #1312,10006,712,0.0,1.0,1,649000
15 Broad Street #1716,10005,1727,2.0,2.0,1,1575000
80 John Street #10D,10038,800,0.0,1.0,1,729000
