title,addr_zip,size_sqft,bedrooms,bathrooms,prewar,price
126 West 11th Street #21,10011,1100,2.0,1.0,1,975000
49 East 12th Street #2D,10003,675,1.0,1.0,1,599000
67 East 11th Street #417,10003,900,1.0,1.0,1,799000
77 Bleecker Street #106,10012,900,1.0,2.0,1,799000
77 Bleecker Street #317,10012,900,1.0,2.0,1,799000
77 Bleecker Street #902,10012,731,1.0,1.0,1,649000
160 Bleecker Street #10AE,10012,450,1.0,1.0,1,400000
160 Bleecker Street #10AE,10012,450,0.0,1.0,1,400000
35 East 10th Street #2E,10003,450,0.0,1.0,1,400000
23 Waverly Place #4M,10003,550,0.0,1.0,1,489000
23 Waverly Place #4M,10003,550,0.0,1.0,1,489000
77 Bleecker Street #924,10012,750,1.0,1.0,1,669000
40-50 East 10th Street #8B,10003,1400,2.0,1.0,1,1250000
211 Thompson Street #LD,10012,644,1.0,1.0,1,575000
35 East 10th Street #7G,10003,425,0.0,1.0,1,380000
31 East 12th Street ,10003,475,0.0,1.0,1,425000
24 Fifth Avenue #1425,10011,475,,1.0,1,425000
180 Thompson Street #5A,10012,475,0.0,1.0,1,425000
710 Broadway #2NDFL,10003,2450,2.0,2.0,1,2195000
303 Mercer Street #A406,10003,725,1.0,1.0,1,650000
74 Fifth Avenue #6C,10011,1700,1.0,2.0,1,1525000
23 Waverly Place #4T,10003,500,0.0,1.0,1,449000
8 West 13th Street #2RW,10011,1100,1.0,1.0,1,989990
308 Mott Street #3B,10012,300,1.0,1.0,1,270000
23 Waverly Place #3S,10003,500,0.0,1.0,1,450000
77 Bleecker Street #514,10012,500,0.0,1.0,1,450000
7 Great Jones Street #2FL,10012,1700,2.0,2.0,1,1535000
180 Thompson Street #2A,10012,475,0.0,1.0,1,429000
23 East 10th Street #807,10003,1100,1.0,1.0,1,995000
27 Bleecker Street #5B,10012,2200,2.0,2.0,1,1995000
23 Waverly Place #2W,10003,550,0.0,1.0,1,499000
23 Waverly Place #6N,10003,550,0.0,1.0,1,500000
23 Waverly Place #6N,10003,550,0.0,1.0,1,500000
54 East 11th Street #3,10003,2200,2.0,2.0,1,2000000
24 5th Avenue #1519,10003,405,0.0,1.0,1,369000
23 East 10th Street #214,10003,975,1.0,1.0,1,890000
23 Waverly Place #4G,10003,575,1.0,1.0,1,525000
23 Waverly Place #4G,10003,575,1.0,1.0,1,525000
67 East 11th Street #407,10003,875,1.0,1.0,1,799000
77 Bleecker Street #524,10012,750,1.0,1.0,1,685000
77 Bleecker Street #730E,10012,600,0.0,1.0,1,548000
49 East 12th Street #3D,10003,650,1.0,1.0,1,595000
24 Fifth Avenue #423,10011,650,1.0,1.0,1,595000
718 Broadway #6C,10003,1310,2.0,1.0,1,1200000
77 Bleecker Street #102,10012,1850,2.0,2.0,1,1695000
28 East 4th Street #5W,10003,1800,1.0,2.0,1,1650000
39 East 12th Street #402,10003,900,1.0,1.0,1,825000
24 Fifth Avenue #1215,10011,600,1.0,1.0,1,550000
23 Waverly Place #2N,10003,560,,1.0,1,514000
23 Waverly Place #6R,10003,500,0.0,1.0,1,459000
23 East 10th Street #4F,10003,500,0.0,1.0,1,459000
77 Bleecker Street #622,10012,500,0.0,1.0,1,460000
23 Waverly Place #4Y,10003,500,0.0,1.0,1,460000
125 West 12th Street #4F,10011,950,2.0,1.0,1,875000
39 East 12th Street #301,10003,700,1.0,1.0,1,645000
67 East 11th Street #519,10003,650,1.0,1.0,1,599000
116 West 14th Street #7N,10011,1940,3.0,2.0,1,1790000
42 West 13th Street #4E,10011,650,1.0,1.0,1,599999
718 Broadway #2A,10003,1405,1.0,1.0,1,1299000
39 East 12th Street #705,10003,680,1.0,1.0,1,629000
67 East 11th Street #512,10003,788,1.0,1.0,1,729000
74 Fifth Avenue #5C,10011,1700,1.0,2.0,1,1575000
23 East 10th Street ,10003,750,1.0,1.0,1,695000
145 West 12th Street #6-1,10011,700,1.0,1.0,1,649000
77 Bleecker Street #631,10012,700,50.0,1.0,1,649000
180 Thompson Street #3F,10012,430,0.0,1.0,1,399000
39 East 12th Street #405,10003,700,1.0,1.0,1,650000
77 Bleecker Street #405,10012,700,1.0,1.0,1,650000
48 East 13th Street #4A,10003,1500,2.0,1.0,1,1395000
12 East 14th Street #3C,10003,1500,1.0,1.0,1,1395000
184 Thompson Street #1B,10012,644,0.0,1.0,1,599000
Prime Greenwich Village ,10014,675,1.0,1.0,1,629000
77 Bleecker Street #509,10012,750,1.0,1.0,1,699000
67 East 11th Street #517,10003,850,1.0,1.0,1,795000
24 Fifth Avenue ,10011,405,,1.0,1,379000
180 Thompson Street #5B,10012,800,2.0,1.0,1,749000
35 East 10th Street #2H,10003,400,0.0,1.0,1,375000
67 East 11th Street #316,10003,800,1.0,1.0,1,750000
644 Broadway #4W,10012,4000,4.0,3.0,1,3750000
23 Waverly Place #2V,10003,500,0.0,1.0,1,469000
23 Waverly Place #3K,10003,500,0.0,1.0,1,469000
23 E 10th Street #904,10003,910,1.0,1.0,1,855000
133 West 4th Street #1,10012,3187,2.0,2.0,1,2995000
125 West 12th Street #1F,10011,850,2.0,1.0,1,799000
77 Bleecker Street #331,10012,850,1.0,1.0,1,799000
180 Thompson Street #2C,10012,775,2.0,1.0,1,729000
24 5th Avenue #412,10011,371,0.0,1.0,1,349000
21 East 10th Street #4A,10003,850,2.0,1.0,1,800000
23 East 10th Street #108,10003,600,1.0,1.0,1,565000
49 East 12th Street #6C,10003,1300,2.0,2.0,1,1225000
24 Fifth Avenue #217,10003,350,0.0,1.0,1,329900
39 East 10th Street #1W,10003,1800,3.0,2.0,1,1700000
39 East 10th Street #1W,10003,1800,3.0,2.0,1,1700000
28 East 4th Street ,10003,1900,3.0,2.0,1,1795000
24 Fifth Avenue #1017,10003,380,0.0,1.0,1,359000
23 East 10th Street #711-811,10003,1400,2.0,2.0,1,1325000
23 Waverly Place #2I,10003,580,1.0,1.0,1,549000
24 Fifth Avenue #826,10011,400,0.0,1.0,1,379000
308 Mott Street #6C,10012,400,1.0,1.0,1,379000
40 West 12th Street #4,10011,1050,1.0,1.0,1,995000
77 Bleecker Street #809,10012,775,1.0,1.0,1,735000
24 Fifth Avenue #920,10011,400,0.0,1.0,1,380000
67 East 11th Street #7-22,10003,700,1.0,1.0,1,665000
77 Bleecker Street #1010,10012,500,0.0,1.0,1,475000
48 Great Jones Street #5R,10012,2575,2.0,1.0,1,2450000
67 East 11th Street #702,10003,1150,2.0,1.0,1,1095000
43 East 10th Street #5J,10003,650,1.0,1.0,1,619000
14 East 4th Street #605,10012,1155,1.0,1.0,1,1100000
23 East 10th Street #315,10003,950,2.0,1.0,1,905000
24 5th Avenue #621,10011,340,0.0,1.0,1,324000
61 West 9th Street #8G,10011,850,1.0,1.0,1,810000
180 Thompson Street #2C,10012,775,1.0,1.0,1,740000
23 West 9th Street #2RR,10011,1146,2.0,1.0,1,1095000
23 East 10th Street #422,10003,675,1.0,1.0,1,645000
39 Great Jones Street #2FL,10012,2400,2.0,2.0,1,2295000
49 East 12th Street ,10003,758,1.0,1.0,1,725000
39 East 12th Street #303,10003,625,0.0,1.0,1,598000
Architecturally Stunning ,10003,2500,2.0,2.0,1,2395000
42 West 13th Street #3E,10011,600,1.0,1.0,1,575000
23 Waverly Place #5I,10003,600,0.0,1.0,1,575000
14 East 4th Street #1123,10012,1092,2.0,2.0,1,1500000
33 Fifth Avenue #8D,10011,850,1.0,1.0,1,815000
48 Great Jones Street #3F,10012,2700,3.0,2.0,1,2595000
49 East 12th Street #1D,10003,1300,2.0,2.0,1,1250000
303 Mercer Street #A503,10003,1300,2.0,1.0,1,1250000
46 Great Jones Street #3/4,10012,4000,3.0,3.0,1,3850000
61 West 9th Street #1G,10011,400,0.0,1.0,1,385000
39 East 12th Street #609,10003,725,1.0,1.0,1,699000
15 East 10th Street #1F,10003,700,1.0,1.0,1,675000
67 East 11th Street #603,10003,425,0.0,1.0,1,410000
23 East 10th Street #4E,10003,440,0.0,1.0,1,425000
184 Thompson Street #5T,10012,620,1.0,1.0,1,599000
23 East 10th Street #1H,10003,775,1.0,1.0,1,749000
23 Waverly Place #2P,10003,775,1.0,1.0,1,749000
24 Fifth Avenue #1220,10011,309,0.0,1.0,1,299000
24 Fifth Avenue #508,10003,371,0.0,1.0,1,359000
23 East 10th Street #711,10003,800,1.0,1.0,1,775000
49 East 12th Street #6D,10003,800,1.0,2.0,1,775000
77 Bleecker Street #506,10012,500,0.0,1.0,1,485000
77 Bleecker Street #102,10012,1850,2.0,2.0,1,1795000
12 East 14th Street #4A,10003,750,1.0,1.0,1,729000
74 Fifth Avenue #6B,10011,1900,3.0,2.0,1,1849000
39 East 12th Street #711,10003,950,1.0,1.0,1,925000
718 Broadway #10D,10003,1180,1.0,1.0,1,1149000
23 East 10th Street ,10003,800,2.0,1.0,1,779000
67 East 11th Street #412,10003,800,1.0,1.0,1,780000
54 East 11th Street #5FL,10003,2000,2.0,2.0,1,1950000
1 Fifth Avenue ,10003,850,1.0,1.0,1,829000
51 Fifth Avenue #11F,10003,460,0.0,1.0,1,450000
45 East 9th Street #10,10003,1150,2.0,1.0,1,1125000
40 East 10th Street #7L,10003,1000,1.0,1.0,1,979000
23 East 10th Street #601,10003,800,1.0,1.0,1,785000
41 Fifth Avenue #10C,10003,840,1.0,1.0,1,825000
77 Bleecker Street #721E,10012,650,1.0,1.0,1,639000
682 Broadway #4A,10012,1300,2.0,1.0,1,1279000
74 Fifth Avenue #10B,10011,1900,2.0,2.0,1,1875000
77 Bleecker Street #814,10012,775,1.0,2.0,1,765000
51 Fifth Avenue #14E,10003,850,1.0,1.0,1,840000
175 Bleecker Street #14,10012,500,1.0,1.0,1,495000
1 Bond Street #4D,10012,1600,1.0,2.0,1,1595000
23 East 10th Street #811,10003,600,0.0,1.0,1,595000
77 Bleecker Street #905,10012,700,1.0,1.0,1,695000
303 Mercer Street #A306,10003,750,1.0,1.0,1,745000
184 Thompson Street #2B,10012,478,,1.0,1,475000
77 Bleecker Street #920,10012,800,0.0,1.0,1,795000
23 East 10th Street #307,10003,498,0.0,1.0,1,495000
35 East 9th Street #90,10003,900,1.0,1.0,1,895000
24 5th Avenue #811,10011,371,0.0,1.0,1,369000
24 5th Avenue #511,10011,371,0.0,1.0,1,369000
9 East 13th Street #4J,10003,1000,1.0,1.0,1,995000
33 Fifth Avenue #4C,10003,1000,2.0,1.0,1,995000
34 West 13th Street ,10011,1300,2.0,2.0,1,1295000
652 Broadway #6R,10012,1600,0.0,1.0,1,1595000
303 Mercer Street #B203,10003,1800,3.0,2.0,1,1795000
24 Fifth Avenue #506,10003,371,0.0,1.0,1,370000
74 Fifth Avenue #4B,10011,1900,3.0,2.0,1,1895000
28 East 4th Street #5W,10003,1900,1.0,2.0,1,1895000
325 Lafayette Street ,10012,2000,3.0,2.0,1,1995000
382 Lafayette Street #5,10003,2000,2.0,1.0,1,1995000
382 Lafayette Street #5,10003,2000,2.0,1.0,1,1995000
116 West 14th Street ,10011,1763,2.0,2.0,1,1995000
67 East 11th Street #721,10003,550,1.0,1.0,1,549000
160 Bleecker Street #10LW,10012,600,1.0,1.0,1,599000
23 Waverly Place #3Y,10003,600,1.0,1.0,1,599000
23 East 10th Street #3H,10003,600,1.0,1.0,1,599000
39 East 12th ,10003,600,1.0,1.0,1,599000
77 Bleecker Street #818,10012,600,1.0,1.0,1,599000
43 East 10th Street #3C,10003,600,0.0,1.0,1,599000
77 Bleecker Street #931,10012,650,0.0,1.0,1,649000
439 Lafayette Street ,10003,3300,,1.0,1,3295000
39 East 12th Street #210,10003,700,1.0,1.0,1,699000
39 East 12th Street #303,10003,700,1.0,1.0,1,699000
41 Fifth Avenue #16C,10003,750,1.0,1.0,1,749000
77 Bleecker Street #325,10012,800,1.0,2.0,1,799000
77 Bleecker Street #319,10012,900,1.0,2.0,1,899000
30 Fifth Avenue #1G,10011,900,3.0,1.0,1,899000
39 East 12th Street #711,10003,950,1.0,1.0,1,949000
23 East 10th Street #415,10003,950,2.0,1.0,1,949000
24 5th Avenue #729,10011,700,1.0,1.0,1,699999
125 West 12th Street #1A,10011,950,1.0,1.0,1,950000
49 East 12th Street #6C,10003,1300,2.0,2.0,1,1300000
23 Waverly Place #2V,10003,550,0.0,1.0,1,550000
23 Waverly Place #2N,10003,560,0.0,1.0,1,560000
26 East 10th Street #8E,10003,500,0.0,1.0,1,500000
100 West Houston Street #2,10012,2200,3.0,2.0,1,2200000
51 Fifth Avenue #3F,10003,450,0.0,1.0,1,450000
14 East 4th Street #608,10012,1113,0.0,1.0,1,1300000
684 Broadway #3E,10012,3100,3.0,2.0,1,3100000
24 Fifth Avenue #1528,10011,375,0.0,1.0,1,375000
67 E 11th Street #620,10003,330,0.0,1.0,1,330000
40-50 East 10th Street #2B,10003,1250,2.0,1.0,1,1250000
67 East 11th Street #410,10003,750,1.0,1.0,1,750000
77 Bleecker Street #819,10012,625,0.0,1.0,1,625000
23 East 10th Street #4C,10003,775,1.0,1.0,1,775000
24 Fifth Avenue #429,10011,750,1.0,1.0,1,750000
61 East 11th Street #7,10003,2200,2.0,2.0,1,2200000
45 East 9th Street #8,10003,1500,2.0,1.0,1,1500000
184 Thompson Street #1A,10012,823,2.0,1.0,1,825000
12 East 12th Street #5SE,10003,2750,2.0,2.0,1,1595000
184 Thompson Street #ME,10012,577,0.0,1.0,1,579000
180 Bleecker Street ,10012,4064,,0.0,1,4800000
180 Thompson Street #4E,10012,420,0.0,1.0,1,425000
24 5th Avenue #1221,10011,325,0.0,1.0,1,329000
24 Fifth Avenue #1510,10003,380,0.0,1.0,1,385000
35 East 10th Street #6E,10003,375,0.0,1.0,1,379999
77 Bleecker Street #518N,10012,735,1.0,1.0,1,745000
532 LaGuardia Place ,10012,7665,,0.0,1,7800000
67 East 11th Street #409,10003,683,1.0,1.0,1,695000
53 West 11th Street #1E,10011,500,1.0,1.0,1,509000
23 West 9th Street #4F,10011,490,0.0,1.0,1,499000
67 East 11th Street #320,10003,750,0.0,1.0,1,765000
35 East 10th Street #3K,10003,450,0.0,1.0,1,459900
718 Broadway #5B,10003,1320,2.0,1.0,1,1350000
45 Fifth Avenue #7A,10003,650,1.0,1.0,1,665000
24 Fifth Avenue #310,10003,380,0.0,1.0,1,389000
67 East 11th Street #709,10003,800,1.0,1.0,1,819000
42 West 13th Street #4E,10011,650,1.0,1.0,1,668000
43 East 10th Street #5J,10003,650,1.0,1.0,1,669000
77 Bleecker Street #605,10012,675,1.0,1.0,1,695000
175 Bleecker Street #1,10012,500,1.0,1.0,1,515000
9 East 13th Street #2J,10003,1160,1.0,1.0,1,1195000
23 East 10th Street #410,10003,600,1.0,1.0,1,619000
23 East 10th Street #405,10003,750,1.0,1.0,1,775000
45 West 11th Street #6D,10011,750,2.0,1.0,1,775000
77 Bleecker Street #826,10012,860,1.0,1.0,1,890000
77 Bleecker Street #605,10012,675,1.0,1.0,1,699000
40-50 East 10th Street #4K,10003,1250,2.0,1.0,1,1295000
23 East 10th Street ,10003,800,1.0,1.0,1,829000
35 E 10th Street #6G,10003,400,0.0,1.0,1,415000
45 Fifth Avenue #4A,10003,650,1.0,1.0,1,675000
30 Fifth Avenue #2E,10011,1250,2.0,1.0,1,1299000
42 West 13th Street #2E,10011,600,1.0,1.0,1,625000
2 Bond Street #4F,10012,1200,3.0,1.0,1,1250000
2 Bond Street #3F,10012,1200,2.0,1.0,1,1250000
23 East 10th Street #1103,10003,600,1.0,1.0,1,625000
718 Broadway #3B,10003,1320,1.0,2.0,1,1375000
716 Broadway #3FL,10003,2350,3.0,2.0,1,2450000
35 West 9th Street ,10011,1050,2.0,1.0,1,1095000
24 Fifth Avenue ,10011,325,,1.0,1,339000
43 East 10th Street #3B,10003,650,1.0,1.0,1,679000
54 East 11th Street #3FL,10003,2200,2.0,2.0,1,2300000
24 Fifth Avenue #1619,10003,400,0.0,1.0,1,419000
316 Mott Street #3B,10012,450,1.0,1.0,1,472000
56 East 11th Street #2,10003,2000,2.0,1.0,1,2100000
93 MacDougal Street ,10012,500,2.0,1.0,1,525000
520 Laguardia Place #2N,10012,1500,2.0,2.0,1,1575000
28 East 4th Street #7E,10003,1900,1.0,2.0,1,1995000
39 East 12th Street #402,10003,900,1.0,1.0,1,945000
23 Waverly Place #3M,10003,500,1.0,1.0,1,525000
65 West 13th Street #3F,10011,2678,1.0,2.0,1,2600000
145 West 12th Street #65,10011,550,1.0,1.0,1,579000
184 Thompson Street #4W,10012,484,0.0,1.0,1,510000
23 East 10th Street #2B,10003,550,1.0,1.0,1,580000
50 East 10th Street #1B,10003,1228,2.0,1.0,1,1295000
77 Bleecker Street #325,10012,800,1.0,2.0,1,845000
67 East 11th Street #310,10003,850,1.0,1.0,1,899000
23 Waverly Place #2M,10003,500,0.0,1.0,1,529000
23 Waverly Place #4L,10003,500,0.0,1.0,1,529000
77 Bleecker Street #514,10012,500,0.0,1.0,1,529000
303 Mercer Street ,10003,1700,3.0,2.0,1,1800000
62 West 11th Street #2F,10011,500,1.0,1.0,1,530000
24 Fifth Avenue #1512A,10003,700,1.0,1.0,1,745000
48 East 13th Street #3B,10003,2250,2.0,2.0,1,2395000
35 East 10th Street #3K,10003,450,0.0,1.0,1,479000
24 Fifth Avenue #311,10003,371,0.0,1.0,1,395000
8 West 13th Street #4F,10011,1150,2.0,1.0,1,1225000
67 East 11th Street #711,10003,750,1.0,1.0,1,799000
41 Fifth Avenue #3F,10003,750,1.0,1.0,1,799000
1 Fifth Avenue ,10003,750,1.0,1.0,1,799000
24 Fifth Avenue #616,10011,718,1.0,1.0,1,765000
77 Bleecker Street #903N,10012,750,1.0,1.0,1,800000
303 Mercer Street #A205,10003,1868,3.0,2.0,1,1995000
1 Fifth Avenue ,10003,930,1.0,1.0,1,995000
45 Fifth Avenue #8B,10003,700,1.0,1.0,1,749000
67 East 11th Street #604,10003,500,0.0,1.0,1,535000
45 West 11th Street #3A,10011,700,2.0,1.0,1,749000
45 West 11th Street #3C,10011,640,2.0,1.0,1,685000
111 West 11th Street ,10014,466,0.0,1.0,1,499000
1 Fifth Avenue ,10003,700,1.0,1.0,1,750000
